word,phonetic,definition,translation,tag,context,collins,oxford,bnc,frq
soothsayer,'su:θseiә,n someone who makes predictions of the future (usually on the basis of special knowledge),"n. 预言者, 占卜者, 预测未来者, 螳螂",,"Prior to thebirth of Buddha, for instance, the soothsayers informedhis father that Buddha would grow up to become themost powerful king in the land or else a poor man whowould be the greatest spiritual leader the world hadever known.",0,0,40906,27676
specie,'spi:ʃi,n coins collectively,"n. 硬币
[经] 硬币",,"They voice their belief, noisily or subtly, that theirdifficulties represent a unique kind of affliction that shouldnot be and that has somehow been especially visited uponthem, or else upon their families, their tribe, their class, theirnation, their race or even their species, and not upon others.",0,0,42389,37704
specif,s'pesɪf,,abbr. specific 特殊的; specifically 特别地; 明确地; specification 规格,,"Delaying GratificationNot too long ago a thirty-year-old financial analyst wascomplaining to me over a period of months about hertendency to procrastinate in her job, We had workedthrough her feelings about her employers and how theyrelated to feelings about authority in general, and to herparents specifically.",0,0,0,0
specificity,",spesi'fisiti","n. the quality of being specific rather than general
n. the quality of being specific to a particular organism","n. 特异性, 专一性, 特殊性, 特性, 特征
[化] 专一性",,But the sexual specificity of the phenomenon leads meto suspect that it is a genetically determined instinctual com-ponent of mating behavior.,0,0,9286,11053
specter,'spektә,"n a mental representation of some haunting experience
n a ghostly appearing figure","n. 幽灵, 妖怪, 凶兆",gre,"Children cannot grow to psychological maturityin an atmosphere of unpredictability, haunted by thespecter of abandonment.",0,0,0,28314
speculative,'spekjuleitiv,"s not financially safe or secure
s not based on fact or investigation
s showing curiosity","a. 思索性的, 投机的, 推测的
[经] 投机的, 冒险的",gre,"It is not my intention here to become involved intheological niceties, and I hope the scholarly will forgiveme if I cut through all the ifs, ands, and buts of properspeculative theology.",1,0,6945,9713
spirituality,",spiritju'æliti",n. concern with things of the spirit,"n. 精神性, 灵性, 教士, 牧师",,"I do not mean to imply that theyshould forsake their objectivity, or that balancing theirobjectivity with their own spirituality is an easy matter.",0,0,15895,6461
spiritually,,r. in a spiritual manner,adv. 在精神上地,,It is only because of problems thatwe grow mentally and spiritually.,0,0,14336,10856
spiteful,'spaitful,s showing malicious ill will and a desire to hurt; motivated by spite,"a. 怀恨的, 怀有恶意的, 恶意的",,"Freud's use of the word ""psychopathology"" to describe thesephenomenon is again indicative of his negative orientationtoward the unconscious; he perceived it as acting a spitefulrole or at least a mischievous devil trying to trip us up ratherthan seeing it as a kind of good fairy working very hard tomake us honest.",0,0,19511,24282
splinter,'splintә,"n. a small thin sharp bit or wood or glass or metal
v. break up into splinters or slivers","n. 碎片, 尖片, 分裂出来的小派别, 微小的东西
v. 使分裂, (使)破裂",,"I am indebted for this analogy to Jung,who, describing himself as ""a splinter of the infinitedeity,"" went on to say:Life has always seemed to me like a plant that liveson its rhizome.",1,0,14469,12547
spurious,'spjuriәs,"s plausible but false
s born out of wedlock
s intended to deceive","a. 假造的, 伪造的, 欺骗的
[医] 假的, 伪的",gre,Ordinarily I would have confronted hervigorously with the fact that she could afford my servicesmore easily than many patients and was clearly using theissue of money spuriously to flee from an increasingcloseness to me.,1,0,11484,18432
spuriously,'spjʊərɪəslɪ,r. in a false and spurious manner,adv. 伪造地,,Ordinarily I would have confronted hervigorously with the fact that she could afford my servicesmore easily than many patients and was clearly using theissue of money spuriously to flee from an increasingcloseness to me.,0,0,46217,41671
stagnation,stæg'neiʃәn,"n. a state of inactivity (in business or art etc)
n. inactivity of liquids; being stagnant; standing still; without current or circulation","n. 淤塞, 停滞
[医] 停滞, 滞留, 郁积",,"And no matter how seemingly healthy and spirituallyevolved we are, there is still a part of us, how-eversmall, that does not want us to exert ourselves, thatclings to the old and familiar, fearful of any change oreffort, desiring comfort at any cost and absence of painat any price, even if the penalty he ineffectiveness,stagnation or regression.",0,0,15040,14752
stance,stæns,n. standing posture,"n. 准备击球姿势, 站立的姿势, 位置, 姿态
[经] 地位, 形势",gre,"To willinglyconfront a problem early, before we are forced to confront itby circumstances, means to put aside something pleasantor less painful for something more painful.",2,0,3715,4447
stationmaster,'steiʃәn.mɑ:stә,n. the person in charge of a railway station,n. 站长,,He was the stationmaster forour town.,0,0,40215,39828
statistically,,r. with respect to statistics,"adv. 用统计的方法, 统计学上",,"At this time I can state only a veryfirm but ""unscientific"" impression that the frequency ofsuch statistically improbable occurrences that are clearlybeneficial is far greater than that in which the resultseems detrimental.",0,0,8873,5475
stereotypic,",sterɪəʊ'tɪpɪk",s lacking spontaneity or originality or individuality,"刻板的
定型的",,"It is because they possess this courage, onthe other hand, that many psychoanalytic patients, even atthe outset of therapy and contrary to their stereotypicalimage, are people who are basically much stronger andhealthier than aver-age.",0,0,0,31900
stereotypical,",steriə'tipikl",s lacking spontaneity or originality or individuality,a. 典型的; 带有成见的,,"It is because they possess this courage, onthe other hand, that many psychoanalytic patients, even atthe outset of therapy and contrary to their stereotypicalimage, are people who are basically much stronger andhealthier than aver-age.",0,0,19649,13300
sternness,'stә:nnis,"n. the quality (as of scenery) being grim and gloomy and forbidding
n. uncompromising resolution","n. 严格, 严厉",,"A major part ofthe task of psychotherapy is not only to bring patientsto the experience of mental health but also, through amixture of consolation, reassurance and sternness, toprevent them from running away from that experienceonce they have arrived at it.",0,0,39338,36086
stipple,'stipl,"v. engrave by means of dots and flicks
v. make by small short touches that together produce an even or softly graded shadow, as in paint or ink
v. apply (paint) in small dots or strokes","n. 点刻法, 点画, 点彩
vt. 点刻, 点画, 点彩",gre,,0,0,35346,31896
stockbroker,'stɒk.brәukә,n. an agent in the buying and selling of stocks and bonds,n. 股票经纪人,,It is whatstockbrokers would call a high-risk investment.,0,0,10246,15448
storytelling,'stɒ:riteliŋ,,"n. 说故事, 说谎话",,"Then, having made this determination, theyalso have to give greater thought to the child's characterand capacities before deciding whether the child would bemore likely to respond favorably to confrontation than topraise or increased attention or storytelling or some otherform of influence.",0,0,26270,8919
strangely,'streindʒli,r in a strange manner,"adv. 奇妙地, 奇怪地, 不可思议地",,"Second, it may be noticed that, as defined, love is astrangely circular process.",0,1,5683,6783
strangeness,'streindʒnis,n. (physics) one of the six flavors of quark,"n. 奇妙, 不可思议, 陌生
[化] 奇异性",,"If I am to appreciate the uniqueness of anydatum, I must be sufficiently aware of mypreconceived ideas and characteristic emotionaldistortions to bracket them long enough to welcomestrangeness and novelty into my perceptual world.",0,0,19151,16884
strangle,'stræŋgl,"v. kill by squeezing the throat of so as to cut off the air
v. die from strangulation","vt. 勒死, 扼死, 压制, 使窒息, 抑制
vi. 被扼死, 被绞死, 窒息而死",,,1,0,9847,9255
strenuousness,,n. extreme effortfulness,n. strenuous的变形,,,0,0,0,0
stridently,'straidentli,r. in a strident manner,adv. 刺耳地；尖声地,,"At the very beginning sheannounced, somewhat proudly and stridently, that shewas an atheist-not a namby-pamby atheist but a realone, who believed that the human race would be muchbetter off if it could escape from the delusion that Godexisted or even might exist.",0,0,33979,29836
stringently,ˈstrɪndʒəntlɪ,r in a stringent manner,"adv. 严格地, 严厉地",,"There aremany, psychiatrists among them, who stringently examinethe world but not so stringently ex-amine themselves.",0,0,34928,30633
struction,,,n. 结构式；教育,,"Prior to that time almost all my attempts to make minorplumbing repairs, mend toys or assemble boxed furnitureaccording to the accompanying hieroglyphical instructionsheet ended in confusion, failure and frustration.",0,0,0,0
stultification,.stʌltifi'keiʃәn,"n. derision of someone or something as foolish or absurd or inconsistent
n. the act of making something futile and useless (as by routine)","n. 使显得愚笨, 使无效
[法] 愚弄, 被愚弄",,,0,0,0,0
stultify,'stʌltifai,"v. prove to be of unsound mind or demonstrate someone's incompetence
v. cause to appear foolish","vt. 使显得愚笨, 使变无效",gre,"A thirty-five-year old mother of three, married to a controlling,stultifying, in-flexible, chauvinistic husband, gradually andpainfully comes to realize that her dependency on himand their marriage is a living death.",0,0,33007,31382
stupendous,stju:'pendәs,s so great in size or force or extent as to elicit awe,"a. 惊人的, 巨大的",gre,This was not a stupendous event.,0,0,18908,21856
sturdily,'stә:dili,r. in a sturdy manner,"adv. 强壮地, 坚强地, 坚毅地",,"Love Is Separateness 167Successful mountain climbers know that they must spend atleast as much time, if not more, in tending to their basecamp as they actually do in climbing mountains, for theirsurvival is dependent upon their seeing to it that their basecamp is sturdily constructed and well stocked.",0,0,33726,34776
stuttering,,v speak haltingly,"n. 口吃, 结巴
[医] 口吃, 讷吃",,"Third, the more you listen to yourchild, the more you will realize that in amongst the pauses,the stutterings, the seemingly innocent chatter, your childdoes indeed have valuable things to say.",0,0,42963,37166
subjectively,,r. in a subjective way,adv. 主观地；臆想地；[心]内省地,,"It is a potentmisconception, because falling in love is subjectivelyexperienced in a very powerful fashion as an experience oflove.",0,0,21886,21904
subjugate,'sʌbdʒugeit,v. make subservient; force to submit or subdue,"vt. 征服, 使服从, 抑制, 克制",gre,,0,0,20670,20637
subliminally,sʌb'liminəli,,adv. 下意识地,,"Actually, thesepatients often have this awareness subliminally beforethey even seek psychotherapy, and the first fewsessions of therapy only serve to confirm what theyalready knew and dreaded.",0,0,37030,29452
subtly,'sʌtli,r. in a subtle manner,"adv. 敏锐地, 巧妙地, 精细地",,"Insteadthey moan more or less incessantly, noisily or subtly, aboutthe enormity of their problems, their burdens, and their dif-ficulties as if life were generally easy, as if life should beeasy.",0,0,9692,9566
subtype,'sʌbtaip,,[计] 图表类型,,,0,0,30394,19989
suburban,sә'bә:bәn,a. relating to or characteristic of or situated in suburbs,"a. 郊外的, 郊区的, (贬)偏狭的, 土气的, 见识不广的
n. 郊区居民",,"The effect of this ""phobia"" in ruraland suburban areas, where most people live, is to render heralmost totally dependent on her husband and chain herhusband to her by her helplessness.",2,0,6971,3472
successively,,r. in proper order or sequence,adv. 接连着地；相继地,,On successively deeper levels they must be worked throughi44 LOVEagain and again.,0,0,15373,22132
succinctly,sək'sɪŋktlɪ,r. with concise and precise brevity; to the point,"adv. 简洁地; 简洁地, 简便地",,,0,0,13925,15803
suffocate,'sʌfәkeit,"v. impair the respiration of or obstruct the air passage of
v. become stultified, suppressed, or stifled
v. suppress the development, creativity, or imagination of
v. be asphyxiated; die from lack of oxygen","vt. 使窒息, 噎住, 闷熄
vi. 闷死, 窒息, 受阻",gre,,1,0,13924,12526
suicidal,sjui'saidәl,s dangerous to yourself or your interests,"a. 自杀的, 自杀性的, 自我毁灭的
[法] 自杀的",,"Frankly, I can't remember goingout on the pier with any conscious suicidal intent.",1,0,13974,8788
superbly,,r (used as an intensifier) extremely well,adv. 雄伟地；壮丽地；上等地；庄重地,,"But when and if theyfinally do, the results are superbly gratifying.",0,0,9962,18258
superstar,'sju:pәstɑ:,n someone who is dazzlingly skilled in any field,n. 超级明星,,,1,0,12299,7012
supervene,",sju:pә'vi:n",v. take place as an additional or unexpected development,"vi. 并发, 伴随产生, 意外发生, 附带发生
[医] 附加, 并发",,"Frequently the trick goes awry one wayor another, as when the sexual drives and stimuli are homo-sexual or when other forces-parental interference, mentalillness, conflicting responsibilities or mature self-discipline-supervene to prevent the bonding.",0,0,40333,0
supportive,sә'pɔ:tiv,a. furnishing support or assistance,"a. 支撑, 支承, 资助, 赞助, 支援, 经受, 忍受, 扶养, 证实, 鼓励, 维持, 伴奏",,Yettrue listening can occur only when time is set aside for it andDependency 105conditions are supportive of it.,2,0,6414,4522
supranational,.sju:prә'næʃәnәl,s. transcending established national boundaries or spheres of interest,a. 超国家的,,"Since love is anintangible, incompletely measurable and supranationalphenomenon, it has not lent itself to scientific analysis.",0,0,26805,24333
surcease,sә:'si:s,n a stopping,"n. 停止
v. 中止, 停止",,"The sudden release of oneself fromoneself, the explosive pouring out of oneself into thebeloved, and the dramatic surcease of lonelinessaccompanying this collapse of ego boundaries isexperienced by most of us as ecstatic.",0,0,0,42968
swill,swil,"v. drink large quantities of (liquid, especially alcoholic drink)","vt. 冲洗, 痛饮
vi. 大口地喝, 冲刷
n. 涮, 冲洗, 痛饮, 泔脚",gre,"Iloved him because I perceived him to be a person of greatvalue worth attending to, and I loved myself because I waswilling to work on behalf of my growth.",0,0,21734,28756
symbolic,sim'bɒlik,"a. relating to or using or proceeding by means of symbols
a. using symbolism","a. 象征的, 符号的
[电] 符号化",,The debate between the serpentand God is symbolic of the dialogue between good andevil which can and should occur within the minds of291 GROWTH AND RELIGIONhuman beings.,2,0,4516,4160
synchronicity,",siŋkrә'nisәti,,sin-",n the relation that exists when things occur at the same time,"n. [心]同步性,同时发生",,Of more assistance perhapswill be the concept of synchronicity.,0,0,35399,28091
synchronistic,",sɪnkrə'nɪstɪk","a. Of or pertaining to synchronism; arranged according
   to correspondence in time; as, synchronistic tables.","a. = synchronous同时发生的, 同步性的",,"The same para ioxical approach should beemployed toward all the other forms: sudden insights,premonitions and a whole host of synchronistic,serendipitous events.",0,0,0,46556
synchronously,,r. in synchrony; in a synchronous manner,adv. 同时地；同步地,,"Nonetheless, although one did not cause the other,Event A and EventThe Miracle of Serendipity 255265 GROWTH AND RELIGIONB implausibly occurred synchronously-that is, together intime-in such a way that the rider did in fact survive.",0,0,46328,38681
synchrony,'siŋkrәni,n the relation that exists when things occur at the same time,[计] 同步,,It is a process of the consciousmindThe Evolution of Consciousness 281coming into synchrony with the unconscious.,0,0,37728,28349
tantrum,'tæntrәm,n a display of bad temper,"n. 发脾气, 发怒
[医] 暴怒, 发脾气",gre,"They want their children to change in some way:stop using drugs, stop having temper tantrums, stopgetting bad grades, and so on.",1,0,12489,12534
tarry,'tæri,v. leave slowly and hesitantly,"vi. 耽搁, 逗留, 留住, 等候
n. 逗留
a. 涂了焦油的",gre,For life goes not backward nor tarries withyesterday.,0,0,36041,30701
tart,tɑ:t,"n. a small open pie with a fruit filling
n. a pastry cup with a filling of fruit or custard and no top crust","a. 酸的, 辛辣的, 尖酸的
vt. 妖艳打扮
n. 果馅饼, 妓女",gre,"The process of giving up the self (which is related to thephenomenon of love, as will be discussed in the next sectionof this book) is for most of us a gradual process which weget into by a series of fits and starts.",1,0,10552,9921
tation,,, 冰雹；水能计算；初生空化,,"There may, however, be some distortion by virtue of thebrevity of the case presentations.",0,0,0,0
tautological,",tɔ:tә'lɔdʒikәl",s repetition of same sense in different words,"a. 重复的, 赘述的",gre,"This statement may seem idiotically tautological or self-evi-dent, yet it is seemingly beyond the comprehension of muchof the human race.",0,0,38709,35910
tearfully,'tɪəfəlɪ,r. with tears; in a tearful manner,"adv. 泪汪汪地, 流泪地",,,0,0,34667,22718
teleological,ˌti:lɪə'lɒdʒɪkl,a. of or relating to teleology,a. 目的论的,,"First, it may be noticed that it is a teleological definition; thebehavior is defined in terms of the goal or purpose it seemsto83 LOVEserve-in this case, spiritual growth.",0,0,27708,26903
telepathy,ti'lepәθi,n. apparent communication from one mind to another without using sensory perceptions,"n. 传心(术), 通灵(术), 传心(或通灵)能力
[医] 思想交通, 思想感应, 传心",,,0,0,24703,26799
tenet,'tenit,n a religious doctrine that is proclaimed as true without proof,"n. 信条, 教义, 宗旨, 原则",gre,Science is a religion because it is a world view ofconsiderable complexity with a number of major tenets.,1,0,13999,9811
tentatively,'tentətɪvlɪ,r. in a tentative manner,"adv. 试验性地, 暂时地; 权; 聊且",,"Very tentatively, he started dating again.",0,0,9783,10599
theologian,.θi:ә'lәudʒәn,n. someone who is learned in theology or who speculates about theology,n. 神学者,,This discipline has been well described by the theologianSam Keen in To a Dancing God:The second step requires that I go beyond theidiosyncratic and egocentric perception of immediateexperience.,1,0,10615,6820
theology,θi'ɒlәdʒi,"n. the rational and systematic study of religion and its influences and of the nature of religious truth
n. a particular system or school of religious beliefs and teachings
n. the learned profession acquired by specialized courses in religion (usually taught at a college or seminary)",n. 神学,,"There are within theology twolengthy and opposing traditions in this regard: one, thedoctrine of Emanance, which holds that graceemanates down from an external God to men; theother, the doctrine of Immanence, which holds thatgrace immanates out from the God within the center ofman's being.",1,0,5178,3833
theorize,'θiәraiz,"v. construct a theory about
v. form or construct theories","vi. 建立理论, 讲理论, 推理",,"Until then, if ever, we canonly speculate, theorize, postulate, hypothesize.",1,0,25941,10652
thinker,'θiŋkә,"n. an important intellectual
n. someone who exercises the mind (usually in an effort to reach a decision)","n. 思想者, 思想家",,An increasing number of thinkers are beginningto suggest that almost all disorders are psychosomatic-that the psyche is somehow involved in the causation ofthe various failures that occur in the resistance system.,1,0,8906,6405
thirteenth,'θә:ti:nθ,"n. position 13 in a countable series of things
s. coming next after the twelfth in position","num. 第十三, 十三分之一",,"In November of histhirteenth year he was hit by a car, sustaining afractured pelvis.",4,0,7756,13966
thoughtfulness,,n. the trait of thinking carefully before acting,n. 体贴；思虑,,"The parents who devote time to their children evenwhen it is not demanded by glaring misdeeds willperceive in them subtle needs for discipline, to which theywill respond with gentle urging or reprimand or structureor praise, administered with thoughtfulness and care.",0,0,33206,24130
togetherness,tә'^eðәnis,n. affectionate closeness,"n. 和睦, 友好",,These couples prize togetherness.,0,0,22298,19454
tonsillectomy,.tɒnsi'lektәmi,n. surgical removal of the palatine tonsils; commonly performed along with adenoidectomy,"n. 扁桃体切除术
[医] 扁桃体切除术",,"And why do I become wet-eyed when my six-year-old son, still ill on his first night home from the hospitalafter a tonsillectomy, suddenly comes over to where I amlying, tired, on the floor and begins to rub my back gently?",0,0,0,24951
topple,'tɒpl,v. cause to topple or tumble by pushing,"vt. 推翻, 颠覆
vi. 倒塌, 摇摇欲坠",gre,"The patientwas a young woman who was suffering since earlyadolescence from a sensation of dizziness, a sensation thatshe was about to topple over any moment, for which nophysical cause had ever been found.",2,0,9915,7503
toronto,tә'rɔntәu,n. the provincial capital and largest city in Ontario (and the largest city in Canada),n. 多伦多（加拿大城市）,,,0,0,10309,0
torso,'tɔ:sәu,n. the body excluding the head and neck and limbs,"n. 躯干, 裸体躯干雕像
[医] 躯干",gre,By the time a rapidlyapproaching car skidded to a stop my head was evenwith the front fender; my legs and torso were underneaththe middle of the car.,1,0,12384,7317
touchstone,'tʌtʃstәun,n a basis for comparison; a reference point against which other things can be evaluated,"n. 试金石, 检验标准",gre,,0,0,20944,17623
tranquilizer,'træŋkwilaizә,n. a drug used to reduce stress or tension without reducing mental clarity,"[医] 安定药, 镇定药",,"I gave Kathy massive amounts of tranquilizers andsedatives so that she was able to sleep at night, but duringthe next two days her behavior remained unchanged:incessant chanting, inability to communicate anythingexcept the conviction of her imminent death, andunremitting terror.",0,0,0,17641
transference,træns'fә:rәns,n. (psychoanalysis) the process whereby emotions are passed on or displaced from one person to another; during psychoanalysis the displacement of feelings toward others (usually the parents) is onto the analyst,"n. 转移, 调动, 转让
[医] 转移; 情感转移",,Psychiatrists are taught this in their trainingand know that it is impossible to realistically understand theconflicts and transferences of their patients withoutunderstanding their own transferences and conflicts.,0,0,20652,23332
transgression,træns'greʃәn,"n. the act of transgressing; the violation of a law or a duty or moral principle
n. the spreading of the sea over land as evidenced by the deposition of marine strata over terrestrial strata
n. the action of going beyond or overstepping some boundary or limit","n. 违反, 犯罪
[医] 亲和转移",gre,"Gradually, as we worked to-gether, reluctantly, striving against resistance, Stewartbegan to recognize within himself a strange and ugly faith:an assumption, beyond his atheism, that the world wascontrolled and directed by a malevolent force, a force that notonly could cut his throat but that was eager to do so, eagerto punish him for transgressions.",0,0,15619,12496
traumatic,trɒ:'mætik,"a. of or relating to a physical injury or wound to the body
s. psychologically painful;","a. 外伤的, 创伤的
[医] 创伤的, 外伤的",,,0,0,8596,7301
traumatize,'trɒ:mәtaiz,v. inflict a trauma upon,"vt. 使受损伤, 使受精神创伤",,"Some people-partic-ularly those whom psychiatrists call schizoid-because of un-pleasant, traumatizing experiences in childhood, perceivethe world outside of themselves as unredeemablydangerous, hostile, confusing and unnurturing.",1,0,42807,15005
truthfulness,,n. the quality of being truthful,n. 真实；正当；坦率,,To create this atmosphere it is essential fortherapists to bring to their relationships with patients a totalcapacity for openness and truthfulness.,0,0,33820,20120
tumultuousness,,n. a state of commotion and noise and confusion,n. tumultuous的变形,,"Because of thistumultuousness, mental illness has been localized in theunconscious by most thinkers, as if the unconsciouswere the seat of psychopathology and symptoms werelike subterranean demons that surface to bedevil theindividual.",0,0,0,0
typically,'tipikәli,r. in a typical manner,adv. 代表性地；作为特色地,,"For instance, the age between two andthree is typically a time when the child comes to terms withthe limits of its power.",2,1,3411,2013
ubiquitous,ju:'bikwitәs,s being present everywhere at once,"a. 无所不在的, 到处存在的, 普遍存在的",gre,"Actually, there is a defect in the approach to problem-solving more primitive and more destructive thanimpatiently in-adequate attempts to find instant solutions, adefect even more ubiquitous and universal.",1,0,10091,8148
ulcerative,,a. of or relating to or characterized by ulceration,"a. (使)形成溃疡, (使)溃烂, (使)腐败
[医] 溃疡的, 溃疡性的",,"Anindividual may suffer a single, relatively mild attack ofulcerative colitis-a disorder generally accepted to bepsychosomatic-recover completely, and go on to livethrough life without ever again experiencing thisdifficulty.",0,0,6833,29298
ulcer,'ʌlsә,n. a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue,"n. 溃疡, 腐烂物
[医] 溃疡",gre,"These kinds of questions can be asked about almost alldiseases, including the most common ones, such asheart at-tacks, strokes, cancer, peptic ulcers, andothers.",1,0,4443,10083
unabatedly,,,"不衰退地
不减弱地",,,0,0,0,0
unaccustomed,.ʌnә'kʌstәmd,"a. not habituated to; unfamiliar with
s. not customary or usual","a. 不习惯的, 不惯的, 异乎惯例的, 不寻常的",,"The experience of change, of unaccustomed activity, of beingon unfamiliar ground, of doing things differently isfrightening.",0,0,15483,17468
unaffectionate,",ʌnә'fekʃәnәt",s lacking affection or warm feeling,"a. 缺乏爱的, 没有感情的",,"Her principal complaints abouthim were that he was continually and irrationally jealousof her, and yet at the same time aloof from her, cold,distant, uncommunicative and unaffectionate.",0,0,0,0
unambivalently,,,adv. unambivalent的变形,,"A very few march unambivalently andunhesitatingly into adulthood, ever eager for new andgreater responsibilities.",0,0,0,0
unanswered,.ʌn'ɑ:nsәd,s. not returned in kind,"a. 未答复的, 无反应的",,But this leaves unanswered the question of wherelove itself comes from.,1,0,13700,9901
unattractive,.ʌnә'træktiv,"a. lacking beauty or charm
s. lacking power to arouse interest
s. not appealing to the senses","a. 无吸引力的, 无魅力的, 乏味的, 不美的",,Im-mediately following their sexual consummation the just-mentioned couple may find each other unattractive andundesirable.,1,0,11080,13841
unavailability,'ʌnәveilә'biliti,n the quality of not being available when needed,"[计] 无效性, 不可用性",,Loneliness is the unavailability of people to communicatewith on any level.,0,0,33294,29313
unaware,.ʌnә'wєә,a. (often followed by `of') not aware,"a. 未认识到的, 不知道的
[法] 不知道的, 不察觉的, 无意的",,"Character-disordered people, however,make disastrous parents, blissfully unaware that theyoften treat their children with vicious destructiveness.",2,0,4984,5941
unbelief,.ʌnbi'li:f,n. a rejection of belief,"n. 不信, 疑惑, 不信仰",,Anyone who has known a died-in-the-woolatheist will know that such an individual can be as dogmaticabout unbelief as any believer can be about belief.,0,0,28254,28272
unbelievably,ˌʌnbɪˈli:vəblɪ,r. in an unbelievable manner,"adv. 难以置信地, 不可信地",,"Finally, it would beunbelievably boring, be-cause the fact of the matter is thatthe chatter of a six-year-old is generally boring.",0,0,15127,13505
unbounded,.ʌn'baundid,"s seemingly boundless in amount, number, degree, or especially extent","a. 无边的, 无限的, 无节制的",,"My feelings oflove may be unbounded, but my capacity to be loving islimited.",0,0,22640,24724
uncaring,.ʌn'kεәriŋ,"s lacking affection or warm feeling
s without care or thought for others; `Let them eat cake'""","a. 心不在焉的, 不注意的",,"As also indicated in the previoussection, love and discipline go hand in hand, so that unloving,uncaring parents are people lacking in discipline, and whenthey fail to provide their children with a sense of being loved,they also fail to provide them with the capacity for self-discipline.",0,0,18951,21029
unceasing,.ʌn'si:siŋ,"s continuing forever or indefinitely
s uninterrupted in time and indefinitely long continuing","a. 持续的, 不断的, 不停的",,"I have a brilliant but morose acquaintance who, when Iallow him to, will speak unceasingly and eloquently of theoppressive forces in our society: racism, sexism, themilitary-industrial establishment, and the country policewho pick on him and his friends because of their long hair.",0,0,32633,26006
unceasingly,ʌn'si:sɪŋlɪ,r with unflagging resolve,"adv. 继续地, 不断地; 不已",,"I have a brilliant but morose acquaintance who, when Iallow him to, will speak unceasingly and eloquently of theoppressive forces in our society: racism, sexism, themilitary-industrial establishment, and the country policewho pick on him and his friends because of their long hair.",0,0,36238,32929
unchallenged,.ʌn'tʃæliŋdʒd,s generally agreed upon; not subject to dispute,"a. 未引起争论的, 未受到挑战的, 毫无疑问的
[法] 不回避的, 未引起争论的, 不成问题的",,"Alone, unchallenged,uncontradicted, unopposed, she ran it.",1,0,13791,15839
unchangeable,.ʌn'tʃeindʒәbl,a. not changeable or subject to change,"a. 不变的, 不能改变的",,But calling it natural does not mean itis essential or beneficial or unchangeable behavior.,0,0,34597,27994
unchanged,.ʌn'tʃeindʒd,a. not made or become different,"a. 无变化的
[经] 持稳的",,"I gave Kathy massive amounts of tranquilizers andsedatives so that she was able to sleep at night, but duringthe next two days her behavior remained unchanged:incessant chanting, inability to communicate anythingexcept the conviction of her imminent death, andunremitting terror.",2,0,5360,8737
unclear,.ʌn'kliә,a. not clear to the mind,"a. 不易了解的, 不清楚的, 含混的",,The role of genetic factors is unclear.,2,0,5656,5282
uncommitted,'ʌnkә'mitid,a. not bound or pledged,"a. 未遂的, 不受约束的, 独立于...的, 自由的, 不负义务的, 未被监禁的
[经] 不受约束的",gre,"On the other hand, I also knew that herinheritance represented something more for Rachel than justmoney; it was hers, something that would not desert her, abulwark of security in an uncommitted world.",0,0,21332,23244
uncommon,.ʌn'kɒmәn,a. not common or ordinarily encountered; unusually great in amount or remarkable in character or kind,"a. 不寻常的, 非凡的, 罕有的
adv. 不平常地",,"An example of this is the not uncommonsyndrome of the wife who ""can't"" drive a car.",1,0,6901,6725
unconcerned,.ʌnkәn'sә:nd,"a. lacking in interest or care or feeling
s. easy in mind; not worried
s. not occupied or engaged with","a. 漠不关心的
[法] 无关的, 不相关的, 不关心的",,"Gradually my patient was helped to see that as a child hehad vowed to be as different from his father as possible, tobe as compassionate and concerned as his father washeartless and unconcerned.",1,0,14285,17100
unconscionable,.ʌn'kɒnʃәnәbl,"s lacking a conscience
s greatly exceeding bounds of reason or moderation","a. 不受良心支配的, 不合理的, 过度的",gre,"Another patient with a problem with angerwas a man who believed it unconscionable to feel, muchless express, anger toward any member of his family.",0,0,36199,18598
unconsciously,.ʌn'kɒnʃәsli,r. without awareness,"adv. 无意识地, 无意中, 不知不觉地",,"Consciously they may cling tothem, wanting to believe that they are24 DISCIPLINEloved, but unconsciously they know that their parents'words do not match up with their deeds.",0,0,9930,11730
uncontradicted,"'ʌn,kɔntrә'diktid",,"a. 未受反驳的,未遭否认的, 不矛盾的",,"Alone, unchallenged,uncontradicted, unopposed, she ran it.",0,0,0,0
uncontrolled,.ʌnkәn'trәuld,a. not being under control; out of control,"a. 不受抑制的, 不受控制的, 自由的",,The fact that a feeling is uncontrolled is no indicationwhatsoever that it is any deeper than a feeling that isdisciplined.,1,1,11232,13388
unconvinced,,a. lacking conviction,"[法] 不相信, 怀疑的",,"She was stillfrightened and unconvinced that she would not die, but nolonger certain that she would.",1,0,18442,19372
undefined,.ʌndi'faind,"a. not precisely limited, determined, or distinguished","a. 不明确的, 未下定义的
[法] 未阐明的, 未解释的, 不确定的, 不明确的",,"Inside the pyramid I have placed an arrow tosymbolize this thrusting evolutionary force, this""something"" that has so successfully and consistentlydefied ""natural law"" over millions upon millions ofgenerations and that must itself rep-resent natural lawas yet undefined.",0,0,18763,20675
understandable,.ʌndә'stændәbl,s capable of being apprehended or understood,a. 可以理解的,,"Thisconfusion is understandable since they are similar processes,but there are also striking differences.",2,0,6334,6914
understandably,,r in an intelligible manner,"adv. 可懂, 可了解, 可理解",,,0,0,8434,10243
